cap-diameter,stem-height,stem-width,date,cap-shape,cap-color,has-ring,ring-type,class
6.19,5.11,14.59,2020.01.25,x,r,f,f,p
8.65,16.64,17.92,2020.09.22,p,w,f,f,p
0.68,3.4,0.76,2020.07.12,x,y,f,f,p
6.34,7.34,14.45,2020.03.18,x,y,t,,e
6.51,5.43,8.52,2020.06.15,f,n,f,f,e
2.34,5.88,3.06,2020.08.25,b,y,f,f,p
2.86,4.33,4.78,2020.06.04,s,u,f,f,p
6.31,7.54,15.23,2020.12.20,x,y,f,f,e
3.56,4.59,10.71,2020.09.02,x,n,f,f,e
2.63,2.95,5.7,2020.01.05,f,o,f,f,p
3.38,6.15,7.5,2020.01.09,s,n,f,f,e
3.47,4.26,6.67,2020.11.19,s,u,f,f,p
6.33,4.86,14.67,2020.06.02,s,y,f,f,p
5.55,4.22,5.59,2020.03.19,x,n,t,r,e
5.32,4.69,10.73,2020.01.21,x,b,f,f,e
3.19,5.38,7.04,2020.03.26,x,p,f,f,p
6.86,7.99,15.44,2020.08.02,x,y,f,f,e
3.75,5.99,4.32,2020.12.15,f,n,f,f,p
10.28,7.56,20.34,2020.04.21,s,n,f,f,e
2.9,9.92,5.34,2020.10.22,b,n,t,,p
12.25,11.1,13.93,2020.08.04,x,g,t,g,p
5.88,5.64,8.12,2020.10.24,x,n,f,f,e
6.83,4.31,12.02,2020.10.14,f,w,t,e,e
3.95,5.93,4.6,2020.06.30,b,n,f,f,p
7.75,5.38,14.0,2020.02.28,x,e,f,f,e
11.45,5.91,18.65,2020.04.08,s,p,f,f,e
9.75,5.91,17.05,2020.05.05,s,w,f,f,e
4.79,4.03,9.06,2020.09.16,x,y,f,f,e
5.78,4.94,9.24,2020.04.06,x,n,f,f,p
8.86,12.4,12.83,2020.06.17,b,w,t,l,p
12.46,7.16,17.49,2020.01.31,x,g,f,f,p
16.95,12.08,52.35,2020.03.20,p,n,f,f,e
8.4,7.03,17.89,2020.01.10,x,n,t,p,e
1.8,6.06,4.22,2020.08.25,x,b,f,f,e
3.73,4.55,6.24,2020.12.15,x,e,f,f,p
16.48,10.73,28.45,2020.11.19,x,g,f,f,e
6.81,4.14,6.93,2020.11.08,s,o,f,f,p
8.19,3.52,10.54,2020.05.27,x,w,f,f,e
2.55,7.73,2.47,2020.01.06,x,n,f,f,p
6.44,12.23,12.77,2020.05.21,x,n,f,f,e
3.35,5.61,9.41,2020.10.25,x,n,t,z,p
5.49,12.3,12.52,2020.01.07,x,n,f,f,e
2.34,0.0,0.0,2020.10.06,o,g,f,f,p
9.88,18.37,19.28,2020.05.27,b,w,f,f,p
9.44,7.46,21.98,2020.05.25,x,n,f,f,e
5.96,10.39,13.43,2020.04.23,f,r,t,g,p
8.41,7.07,14.15,2020.11.06,s,p,t,f,p
2.59,3.14,2.47,2020.08.21,s,w,f,f,p
10.55,9.23,17.22,2020.01.23,x,n,t,p,e
4.23,4.8,2.92,2020.01.05,f,b,f,f,p
8.04,7.03,16.62,2020.09.15,x,e,f,f,e
6.78,7.47,10.76,2020.01.10,f,n,f,f,e
4.24,4.56,6.03,2020.05.11,f,b,f,f,p
4.64,6.28,4.14,2020.08.31,x,w,f,f,e
10.51,8.45,21.46,2020.04.20,s,u,f,f,e
6.08,6.56,6.42,2020.04.28,s,e,f,f,p
9.69,7.86,24.72,2020.09.13,x,n,f,f,p
1.21,4.93,2.33,2020.07.26,x,n,f,f,p
4.71,5.19,5.43,2020.01.04,x,n,t,r,e
11.11,5.11,19.93,2020.03.02,f,b,t,f,e
4.65,8.21,9.32,2020.06.21,x,n,t,,e
3.11,6.5,2.75,2020.01.14,b,n,f,f,e
2.19,4.52,2.03,2020.11.05,b,n,f,f,p
4.01,3.45,6.7,2020.02.14,f,w,f,f,e
5.92,4.32,9.48,2020.02.23,f,g,f,f,e
8.12,5.25,23.05,2020.12.01,f,e,t,e,e
1.89,6.46,2.8,2020.11.01,b,w,f,f,p
12.68,11.46,16.85,2020.08.24,f,n,t,e,p
11.38,10.51,15.33,2020.09.17,x,g,t,g,p
4.88,6.68,7.66,2020.05.21,x,r,f,f,e
9.5,7.81,20.18,2020.12.13,x,l,f,f,e
5.48,5.19,12.47,2020.02.13,s,n,f,f,p
10.31,14.04,11.56,2020.02.18,p,w,t,e,e
4.2,4.85,13.09,2020.08.13,x,n,f,f,p
2.99,0.0,0.0,2020.08.31,o,g,f,f,p
5.51,5.91,12.61,2020.04.19,x,y,f,f,e
3.69,9.15,5.68,2020.08.03,b,n,t,,p
4.31,4.76,6.33,2020.01.27,x,b,f,f,p
7.33,4.48,12.46,2020.12.29,s,r,t,f,p
4.05,6.84,4.29,2020.11.23,f,y,f,f,e
3.53,3.76,2.68,2020.09.12,s,w,f,f,p
4.43,6.08,7.11,2020.12.22,x,o,f,f,p
8.45,9.03,16.13,2020.12.31,x,w,t,l,p
4.02,5.51,32.62,2020.12.12,o,w,t,f,p
7.67,10.94,13.48,2020.02.18,f,r,t,p,p
5.96,8.41,17.5,2020.12.19,x,n,f,f,p
16.47,5.6,29.4,2020.11.27,f,r,f,f,p
16.69,17.0,17.45,2020.06.16,f,o,t,p,p
7.48,8.82,12.38,2020.10.22,f,o,f,f,e
8.96,8.34,14.91,2020.10.01,x,n,t,,e
4.91,6.12,5.59,2020.03.31,f,y,f,f,p
3.99,0.0,0.0,2020.03.13,o,o,t,f,p
5.77,8.04,8.89,2020.02.29,x,e,t,z,p
7.24,6.68,24.8,2020.07.23,f,n,t,e,e
5.31,5.41,11.23,2020.02.20,x,e,f,f,e
3.13,5.05,6.81,2020.08.23,b,p,f,f,p
3.74,7.68,8.67,2020.12.13,x,n,t,,e
5.24,4.32,7.47,2020.08.02,f,g,f,f,e
9.94,8.71,16.71,2020.02.22,p,n,t,l,e
12.06,8.14,17.78,2020.10.19,x,w,f,f,p
11.0,4.62,14.66,2020.05.25,f,u,f,f,e
3.02,5.27,7.61,2020.03.25,x,n,t,z,p
7.93,6.33,33.46,2020.01.27,x,w,f,f,e
9.31,8.82,18.06,2020.12.24,p,n,t,l,e
8.54,7.52,18.48,2020.06.27,f,u,f,f,p
4.53,4.55,45.39,2020.04.06,o,n,f,f,e
0.83,3.09,2.39,2020.12.21,b,n,t,f,p
9.61,8.14,21.12,2020.08.31,f,e,f,f,p
4.87,5.43,19.47,2020.02.11,p,g,f,f,e
1.19,3.36,5.7,2020.11.24,f,y,f,f,p
4.79,6.85,7.87,2020.01.09,c,y,f,f,p
4.26,6.75,5.73,2020.09.05,f,n,f,f,p
0.98,2.94,1.59,2020.12.08,p,g,f,f,e
1.51,2.54,4.66,2020.04.14,f,o,f,f,p
9.74,12.09,23.12,2020.08.13,x,o,t,r,p
8.28,4.8,19.3,2020.04.21,f,b,t,f,e
3.1,0.0,0.0,2020.01.23,o,g,f,f,p
2.85,5.74,4.17,2020.03.23,x,b,f,f,e
3.82,8.36,7.61,2020.10.13,b,y,t,z,p
10.06,6.76,21.48,2020.09.02,x,n,f,f,e
18.16,16.61,33.76,2020.04.02,p,n,f,f,e
9.21,7.0,13.38,2020.02.10,f,y,f,f,p
11.27,12.04,15.08,2020.07.19,x,n,f,f,p
10.39,9.41,30.82,2020.04.16,x,n,f,f,p
3.14,4.62,3.24,2020.09.19,f,b,f,f,p
10.29,4.23,27.83,2020.10.30,o,e,f,f,p
19.45,7.73,37.87,2020.07.30,s,n,f,f,p
5.18,5.29,6.42,2020.04.18,x,n,f,f,p
0.83,3.82,0.94,2020.08.20,x,e,f,f,p
6.18,6.24,5.26,2020.08.05,x,n,t,l,e
7.85,9.34,10.62,2020.04.21,x,w,f,f,p
11.89,5.84,23.72,2020.08.20,f,b,t,f,e
7.73,8.17,8.13,2020.05.15,x,n,t,z,p
5.79,7.9,10.03,2020.07.06,x,e,t,z,p
3.8,5.18,10.56,2020.11.01,x,n,f,f,e
1.37,3.78,1.41,2020.10.21,o,n,f,f,p
2.93,3.03,5.38,2020.10.25,x,w,f,f,e
2.77,3.51,15.83,2020.02.19,o,k,f,f,p
1.39,5.44,2.09,2020.03.16,x,y,f,f,e
7.91,6.59,14.44,2020.04.26,x,l,f,f,e
6.54,11.21,13.58,2020.06.16,b,n,t,z,p
3.38,6.18,6.94,2020.06.07,x,n,f,f,e
6.16,8.01,9.31,2020.08.13,x,e,t,z,p
1.52,4.89,2.5,2020.07.19,f,n,f,f,e
2.93,3.63,5.81,2020.02.05,f,n,f,f,p
6.09,5.71,6.66,2020.12.14,x,n,f,f,p
2.46,3.22,5.8,2020.04.08,f,o,f,f,p
3.12,6.52,3.17,2020.10.17,b,n,f,f,e
9.34,10.36,11.62,2020.07.20,x,n,t,,p
8.39,7.19,14.09,2020.12.21,x,y,t,,e
9.05,6.74,20.13,2020.09.13,s,y,f,f,e
6.79,6.42,17.79,2020.04.20,f,e,f,f,p
2.03,6.96,2.8,2020.10.22,f,y,f,f,p
3.22,6.1,3.06,2020.06.28,f,g,f,f,e
0.59,3.35,0.9,2020.01.07,x,o,f,f,p
1.35,4.83,1.24,2020.05.28,c,n,f,f,e
3.56,6.27,6.01,2020.07.26,b,u,f,f,p
20.88,6.91,43.87,2020.07.30,s,n,f,f,p
6.54,4.19,13.05,2020.10.25,f,n,t,r,e
6.84,4.2,9.22,2020.11.23,x,n,f,f,e
7.93,7.56,13.68,2020.07.21,x,w,t,l,p
4.58,0.0,0.0,2020.06.13,o,r,t,f,p
1.71,3.65,1.44,2020.04.21,x,n,f,f,p
2.36,5.2,2.05,2020.10.13,b,n,f,f,p
5.85,7.07,9.32,2020.09.11,f,n,f,f,e
10.47,10.81,15.5,2020.04.06,x,g,t,g,p
7.8,9.82,11.3,2020.12.04,f,n,f,f,p
3.84,6.07,6.85,2020.04.08,s,n,f,f,e
0.65,4.25,1.06,2020.07.04,x,n,f,f,p
8.92,5.27,24.27,2020.12.05,x,y,t,e,e
7.6,7.66,19.74,2020.04.02,s,n,f,f,e
1.18,2.72,1.46,2020.11.20,p,g,f,f,e
9.09,5.12,13.2,2020.10.29,x,w,t,e,e
1.09,3.19,1.47,2020.11.11,x,w,f,f,p
2.67,5.1,4.44,2020.08.04,b,u,f,f,p
56.0,9.25,46.43,2020.04.24,o,y,f,f,e
9.21,7.77,13.75,2020.01.24,x,n,t,,e
5.84,8.14,14.47,2020.05.05,x,n,t,p,p
8.07,7.14,12.37,2020.01.07,f,y,f,f,p
3.4,4.05,3.04,2020.04.27,f,n,f,f,p
2.98,4.55,3.56,2020.12.30,f,p,t,e,p
6.38,6.94,15.16,2020.01.18,x,y,f,f,e
5.86,5.58,5.58,2020.01.26,s,e,f,f,p
1.74,6.21,2.69,2020.04.09,c,y,f,f,p
10.19,6.07,20.69,2020.07.12,x,n,f,f,p
6.84,5.25,12.35,2020.03.21,p,w,t,e,e
4.51,10.61,5.72,2020.01.23,b,n,t,,p
8.95,5.83,21.33,2020.10.09,x,n,f,f,e
3.06,6.16,2.24,2020.11.01,b,n,f,f,p
4.06,4.03,2.84,2020.10.07,f,n,f,f,p
4.04,4.54,6.22,2020.12.12,x,n,t,z,p
8.18,9.25,11.34,2020.10.20,x,n,f,f,p
2.34,2.92,5.36,2020.04.09,f,n,f,f,p
10.0,9.17,15.42,2020.12.23,x,n,t,,e
10.61,13.23,22.83,2020.06.28,x,y,t,r,p
4.04,4.42,3.05,2020.03.05,f,n,f,f,p
8.69,5.45,11.8,2020.01.06,s,o,t,f,p
6.85,5.86,14.65,2020.01.10,f,n,f,f,e
6.24,6.96,14.45,2020.12.11,x,n,f,f,e
14.91,18.38,16.07,2020.08.27,f,o,t,p,p
7.99,7.26,14.34,2020.06.12,s,p,t,f,p
8.3,6.33,25.1,2020.04.06,f,y,t,e,e
4.15,8.99,7.12,2020.04.27,x,y,t,z,p
4.31,3.47,5.41,2020.05.24,f,n,t,f,p
6.58,10.17,12.9,2020.04.10,x,n,f,f,p
5.15,6.65,9.16,2020.03.03,f,b,f,f,e
6.93,9.01,12.08,2020.10.04,f,n,f,f,e
4.15,5.51,11.15,2020.06.23,c,w,f,f,p
7.02,4.89,10.67,2020.05.29,f,p,f,f,p
3.5,5.82,6.65,2020.10.06,c,y,f,f,p
6.57,5.74,11.9,2020.02.22,x,w,t,g,e
8.89,10.81,10.04,2020.03.08,x,n,t,,p
10.0,18.82,12.78,2020.06.25,f,w,t,e,e
2.88,4.21,2.62,2020.09.29,b,n,f,f,e
10.17,9.18,19.31,2020.12.24,x,y,t,r,p
6.19,8.21,10.52,2020.04.03,x,n,f,f,e
4.88,4.91,19.55,2020.02.29,o,g,f,f,e
6.27,6.31,12.48,2020.07.04,c,y,f,f,p
6.48,8.95,12.56,2020.12.10,f,o,f,f,e
8.7,4.29,25.88,2020.12.26,o,n,f,f,p
1.45,4.69,1.27,2020.10.22,c,n,f,f,e
6.19,7.54,16.25,2020.02.09,x,y,f,f,e
9.94,8.4,16.44,2020.10.25,x,y,t,,e
12.82,2.54,15.7,2020.07.28,f,l,f,f,e
1.89,3.61,2.4,2020.05.09,f,l,f,f,p
1.62,3.6,1.68,2020.01.09,x,n,f,f,p
48.47,6.75,39.05,2020.10.25,o,y,f,f,e
3.24,0.0,0.0,2020.04.16,o,n,f,f,p
5.42,3.81,11.41,2020.05.05,f,n,t,r,e
5.76,8.11,17.69,2020.01.22,x,y,f,f,e
10.07,22.41,13.33,2020.10.22,f,w,t,e,e
7.37,5.51,9.06,2020.01.01,s,n,f,f,e
9.31,8.09,18.04,2020.01.05,f,l,f,f,e
2.23,6.46,2.91,2020.02.22,b,y,f,f,p
6.24,6.21,9.82,2020.12.14,f,n,f,f,e
0.83,4.99,0.93,2020.06.16,x,e,f,f,e
3.45,6.51,7.48,2020.05.23,s,y,f,f,e
7.49,13.4,7.67,2020.07.06,f,n,f,f,p
12.1,5.01,20.12,2020.11.27,f,b,t,f,e
1.94,5.14,2.12,2020.03.27,b,g,f,f,p
3.83,0.0,0.0,2020.09.27,o,w,f,f,p
11.7,7.89,17.6,2020.06.02,x,w,f,f,p
17.6,8.9,31.79,2020.08.16,x,n,f,f,p
5.71,6.78,49.04,2020.12.18,s,n,f,f,e
5.84,3.34,8.4,2020.11.12,x,w,f,f,e
1.09,6.02,1.09,2020.06.21,f,n,f,f,e
6.24,10.94,13.42,2020.05.31,b,g,t,z,p
8.78,8.14,14.07,2020.05.06,x,w,t,l,p
10.31,10.05,11.48,2020.06.10,f,n,f,f,p
13.16,8.7,27.98,2020.10.05,x,n,f,f,p
12.51,5.43,23.35,2020.04.20,f,k,f,f,p
15.13,18.75,18.33,2020.05.19,x,e,t,p,p
2.91,4.96,6.33,2020.02.07,b,r,f,f,p
19.58,6.97,43.99,2020.09.19,s,n,f,f,p
14.61,9.21,17.06,2020.06.15,x,n,t,,e
4.07,4.79,6.02,2020.05.28,x,n,t,z,p
4.59,4.42,6.37,2020.05.24,x,p,f,f,p
3.57,5.89,8.7,2020.12.02,x,n,t,z,p
1.33,4.67,2.23,2020.09.09,x,n,f,f,p
4.64,6.0,6.76,2020.10.14,c,y,f,f,p
6.52,6.39,7.75,2020.05.04,s,e,f,f,p
12.99,10.27,25.51,2020.09.24,f,g,f,f,e
7.13,1.46,15.31,2020.12.25,o,r,f,f,p
5.03,5.45,9.98,2020.01.19,f,k,f,f,e
3.91,3.71,6.73,2020.09.29,x,w,f,f,e
2.41,8.57,2.32,2020.10.12,b,g,f,f,p
3.91,0.0,0.0,2020.05.05,o,w,f,f,p
4.8,6.24,6.84,2020.04.09,b,u,f,f,p
2.0,6.08,4.3,2020.05.04,x,b,f,f,e
7.75,3.84,13.63,2020.03.30,x,y,f,f,e
3.79,4.64,7.13,2020.09.18,s,u,f,f,p
17.1,8.73,26.37,2020.12.05,x,g,f,f,e
5.51,7.71,52.53,2020.08.17,s,n,f,f,e
8.44,5.92,24.45,2020.03.27,o,n,f,f,e
9.06,6.71,15.18,2020.02.20,x,y,t,,e
9.16,7.0,11.42,2020.03.14,f,y,f,f,p
3.3,10.22,2.53,2020.08.22,b,n,f,f,p
2.64,2.35,6.59,2020.07.26,x,w,f,f,p
3.21,3.31,8.59,2020.11.19,f,g,f,f,p
6.57,11.5,14.6,2020.09.29,b,g,t,z,p
13.39,6.78,21.63,2020.04.11,x,k,f,f,e
8.23,4.59,12.75,2020.11.28,s,r,f,f,p
4.33,5.35,29.62,2020.09.23,o,w,t,f,p
1.18,3.56,1.65,2020.11.16,b,w,f,f,e
7.24,13.3,8.12,2020.12.07,f,n,f,f,p
0.67,3.6,0.76,2020.07.27,x,y,f,f,p
4.85,6.44,13.2,2020.12.17,x,y,f,f,e
3.41,4.65,5.92,2020.11.23,f,y,f,f,p
10.78,8.96,28.25,2020.12.12,x,e,t,e,e
11.7,10.33,30.07,2020.08.04,x,n,f,f,p
2.99,4.47,5.66,2020.01.13,b,y,f,f,p
2.82,4.55,6.09,2020.01.17,f,y,f,f,p
3.15,3.64,6.01,2020.12.12,s,o,f,f,p
3.8,7.05,6.51,2020.09.14,f,n,f,f,e
3.31,3.38,8.39,2020.08.30,f,g,f,f,p
7.47,6.64,8.98,2020.04.20,s,n,f,f,e
5.43,6.73,6.93,2020.08.11,b,k,f,f,p
14.36,5.45,17.59,2020.03.28,x,n,f,f,e
3.94,3.73,8.9,2020.01.17,x,y,f,f,e
4.17,5.74,3.65,2020.11.15,f,n,f,f,p
3.87,5.28,6.5,2020.12.23,f,p,f,f,p
8.26,12.22,24.52,2020.10.24,x,g,f,f,e
1.97,6.43,4.81,2020.11.01,x,u,f,f,e
9.83,6.22,22.61,2020.09.14,x,e,t,e,e
4.84,5.4,9.43,2020.01.26,x,n,f,f,e
5.27,10.01,12.51,2020.03.16,b,n,t,z,p
9.0,5.98,16.01,2020.09.28,s,r,f,f,p
5.23,6.62,12.62,2020.09.28,c,w,f,f,p
3.95,5.25,3.72,2020.02.23,f,n,f,f,e
2.39,7.18,2.51,2020.08.02,p,n,t,e,p
7.19,3.18,8.73,2020.11.27,x,p,f,f,p
3.23,6.49,6.67,2020.09.01,s,n,f,f,e
5.05,4.59,11.83,2020.08.13,x,y,f,f,e
3.09,2.99,5.57,2020.03.31,s,o,f,f,p
6.4,7.68,14.68,2020.03.16,x,n,t,p,p
4.07,5.4,7.06,2020.12.31,x,y,f,f,p
3.02,0.0,0.0,2020.05.02,o,n,t,f,p
11.49,6.29,24.74,2020.12.30,x,e,t,e,e
5.73,7.61,6.0,2020.12.24,f,o,f,f,e
11.75,8.91,21.87,2020.05.06,x,n,f,f,e
0.81,2.97,1.57,2020.09.12,b,g,f,f,e
7.66,13.71,13.94,2020.01.25,b,w,t,e,p
5.14,5.62,4.72,2020.07.22,x,n,t,r,e
5.54,3.52,10.22,2020.10.23,s,w,f,f,e
7.49,6.12,8.92,2020.10.16,s,n,f,f,p
16.6,7.64,31.49,2020.05.19,x,w,f,f,p
3.15,3.01,16.61,2020.05.15,o,g,f,f,p
9.03,7.13,16.2,2020.12.08,f,y,f,f,p
7.86,1.39,15.5,2020.11.01,o,y,f,f,p
8.16,5.87,9.43,2020.05.31,x,n,f,f,e
1.2,2.83,1.63,2020.10.17,x,w,f,f,p
16.37,18.21,18.8,2020.05.20,f,o,t,g,p
4.8,6.71,7.55,2020.10.02,x,w,f,f,e
10.4,4.52,22.08,2020.11.10,s,w,f,f,e
10.44,4.9,16.27,2020.10.07,x,k,f,f,e
8.37,5.09,15.5,2020.02.11,x,u,f,f,e
1.26,4.15,5.7,2020.03.27,x,y,f,f,p
5.59,3.41,9.14,2020.12.10,s,w,f,f,e
12.81,8.35,17.45,2020.09.24,f,n,t,l,e
3.05,2.8,7.96,2020.09.11,x,g,f,f,p
2.49,4.61,2.55,2020.04.23,b,g,f,f,e
4.35,5.05,11.55,2020.04.06,c,y,f,f,p
3.12,5.23,4.8,2020.04.30,f,u,f,f,p
1.58,1.2,1.92,2020.12.11,x,y,f,f,p
6.98,8.34,54.42,2020.12.24,o,n,f,f,e
6.05,5.32,10.0,2020.09.09,f,g,f,f,p
11.0,6.59,20.79,2020.07.27,x,r,f,f,e
7.14,4.31,8.69,2020.02.23,f,p,f,f,p
3.29,3.82,6.0,2020.02.02,x,p,f,f,e
2.64,3.18,8.54,2020.02.18,x,y,f,f,e
5.39,6.58,15.08,2020.11.09,x,y,f,f,p
17.12,18.02,34.75,2020.09.08,x,n,f,f,e
14.04,7.6,16.98,2020.09.11,f,w,t,l,e
1.54,6.4,2.61,2020.11.07,f,y,f,f,p
12.56,7.41,19.81,2020.08.01,s,u,f,f,e
8.15,6.15,19.38,2020.06.22,s,g,f,f,e
1.85,5.03,1.86,2020.07.26,b,g,f,f,p
13.39,4.86,20.93,2020.09.21,x,k,f,f,e
6.08,5.09,14.02,2020.10.28,x,p,f,f,e
2.99,4.27,6.26,2020.08.21,x,n,t,z,p
1.45,4.6,2.4,2020.03.12,x,n,f,f,p
2.5,8.13,2.77,2020.10.29,p,n,t,e,p
5.38,6.67,5.43,2020.08.17,f,n,f,f,p
8.82,4.67,14.39,2020.08.16,f,u,f,f,e
3.28,3.09,2.37,2020.04.07,x,w,f,f,p
5.61,5.28,5.5,2020.05.18,s,e,f,f,p
5.19,0.0,0.0,2020.05.23,o,w,f,f,p
9.57,13.52,16.86,2020.01.13,x,n,f,f,p
7.98,6.73,13.28,2020.09.15,f,y,f,f,p
5.27,5.07,8.23,2020.05.10,f,n,f,f,e
3.91,0.0,0.0,2020.10.16,o,w,f,f,p
0.97,3.38,1.73,2020.11.22,x,w,f,f,p
7.11,14.0,13.98,2020.01.19,x,n,f,f,e
6.61,3.39,9.09,2020.12.18,s,w,f,f,e
0.88,2.93,1.46,2020.04.09,x,w,f,f,p
5.81,6.68,13.53,2020.04.25,x,y,f,f,e
7.71,6.9,13.51,2020.02.03,f,o,f,f,e
3.54,5.73,3.58,2020.10.23,x,n,t,r,p
6.14,5.88,12.94,2020.08.20,s,y,f,f,e
7.53,7.99,15.99,2020.01.02,x,n,t,p,p
5.65,0.0,0.0,2020.06.16,o,n,f,f,p
15.25,25.05,18.99,2020.09.28,p,w,t,m,e
4.46,12.87,6.26,2020.07.26,b,n,t,,p
7.2,6.03,27.36,2020.04.21,x,w,f,f,e
10.68,9.28,30.54,2020.10.11,x,n,f,f,p
1.56,4.4,1.34,2020.01.02,b,n,f,f,p
7.34,6.84,27.94,2020.10.31,f,w,f,f,e
2.66,5.92,2.66,2020.04.06,b,n,f,f,e
3.79,5.15,6.17,2020.09.08,x,p,f,f,p
11.77,7.01,17.51,2020.06.20,s,o,f,f,e
9.48,8.51,17.7,2020.10.15,s,p,t,f,p
4.45,3.8,12.87,2020.05.22,x,e,f,f,p
15.67,5.89,37.39,2020.03.02,f,n,f,f,p
3.09,3.79,3.38,2020.08.25,b,n,t,e,p
5.69,6.09,12.7,2020.09.06,x,y,t,g,e
6.26,5.02,12.25,2020.10.23,x,w,t,e,e
1.24,4.17,2.65,2020.12.22,b,y,t,f,p
2.26,4.15,3.49,2020.08.07,f,u,f,f,p
4.14,4.69,6.04,2020.06.29,x,o,t,z,p
2.33,7.81,2.82,2020.03.28,f,n,f,f,p
4.31,6.65,9.49,2020.01.16,f,b,f,f,e
9.75,22.18,12.62,2020.04.28,f,w,t,e,e
2.84,3.77,5.98,2020.12.27,f,o,f,f,p
2.16,5.4,2.26,2020.11.03,b,n,f,f,p
17.59,8.68,30.86,2020.04.10,x,w,f,f,p
16.93,10.72,29.5,2020.03.28,x,g,f,f,e
2.28,6.42,2.29,2020.07.15,x,n,f,f,p
12.59,5.06,17.69,2020.08.11,s,w,f,f,e
1.56,5.09,2.56,2020.08.12,f,n,f,f,e
0.83,3.6,0.84,2020.02.18,x,y,f,f,p
7.01,7.58,10.54,2020.06.09,s,n,f,f,p
1.23,3.2,1.92,2020.09.23,b,g,f,f,e
9.58,6.7,15.69,2020.04.16,f,y,f,f,p
9.51,6.43,9.78,2020.06.04,x,n,f,f,e
2.42,9.02,3.58,2020.05.31,f,y,f,f,p
7.02,5.75,9.61,2020.05.13,f,e,f,f,p
7.74,5.84,16.9,2020.10.14,x,n,f,f,p
4.41,0.0,0.0,2020.04.20,o,g,t,f,p
1.51,4.93,2.43,2020.06.07,x,n,f,f,p
1.86,2.65,5.02,2020.04.17,f,o,f,f,p
5.76,3.54,6.03,2020.03.14,f,y,t,f,p
7.86,9.86,12.29,2020.10.06,f,w,f,f,p
5.51,5.5,9.8,2020.02.26,f,n,f,f,p
5.55,11.18,11.66,2020.06.27,x,n,f,f,e
8.17,4.98,13.07,2020.06.22,p,w,t,e,e
3.28,5.67,7.06,2020.07.07,b,p,f,f,p
4.51,7.16,8.65,2020.05.03,x,r,t,e,p
8.39,5.89,17.09,2020.07.12,s,w,f,f,e
15.85,11.11,36.1,2020.11.11,x,n,f,f,p
8.23,8.83,9.4,2020.09.18,x,y,t,z,p
14.87,7.84,24.21,2020.05.12,x,n,f,f,e
6.06,1.5,13.43,2020.02.10,o,n,f,f,p
2.56,7.52,3.57,2020.11.27,f,n,f,f,e
0.53,4.28,0.91,2020.07.04,f,o,f,f,p
14.32,5.24,24.66,2020.03.11,f,n,f,f,p
5.27,3.43,7.38,2020.04.16,s,n,f,f,e
6.35,7.67,10.29,2020.12.03,x,e,t,z,p
6.82,8.97,13.39,2020.07.31,c,w,f,f,p
3.64,4.59,10.75,2020.02.28,x,n,f,f,e
4.71,4.5,8.46,2020.10.26,f,g,f,f,e
9.06,11.2,16.44,2020.11.02,x,r,t,p,p
11.36,10.13,35.08,2020.03.05,x,n,f,f,p
15.07,9.09,26.26,2020.03.06,x,n,f,f,e
7.7,5.75,21.64,2020.03.14,f,n,f,f,e
0.62,3.51,0.75,2020.06.15,x,y,f,f,p
10.92,7.87,24.05,2020.07.11,s,y,f,f,e
7.0,5.67,7.39,2020.03.25,x,n,f,f,p
3.4,4.38,3.4,2020.09.12,f,n,f,f,p
4.66,6.63,8.76,2020.12.06,x,n,f,f,e
8.43,4.99,13.13,2020.01.06,f,n,f,f,p
6.92,8.65,12.56,2020.05.07,f,o,f,f,e
9.7,3.69,25.14,2020.03.28,o,n,f,f,p
4.83,6.4,7.55,2020.10.01,x,y,f,f,p
2.47,5.61,2.45,2020.03.16,p,n,t,e,p
5.77,0.0,0.0,2020.06.16,o,w,f,f,p
6.33,9.72,12.6,2020.02.12,b,n,t,z,p
9.33,5.37,13.69,2020.01.13,s,n,f,f,p
2.33,2.72,5.03,2020.09.17,f,o,f,f,p
3.59,6.66,6.41,2020.02.04,b,u,f,f,p
4.91,7.1,5.41,2020.10.15,f,e,f,f,p
5.9,7.09,15.21,2020.01.30,x,y,t,,e
19.32,16.38,33.52,2020.11.01,p,e,f,f,e
3.63,6.24,3.6,2020.06.10,x,y,t,r,p
16.48,13.0,18.76,2020.01.01,p,w,t,r,e
4.03,6.77,3.8,2020.02.29,f,w,f,f,e
5.21,6.06,4.13,2020.08.27,x,g,t,l,e
17.71,30.26,21.35,2020.01.14,p,n,t,m,e
2.47,4.97,6.73,2020.03.22,x,n,t,z,p
16.84,6.26,21.43,2020.11.09,f,n,f,f,e
4.58,4.19,11.1,2020.10.19,x,y,f,f,e
7.45,3.43,8.02,2020.03.20,s,w,f,f,e
5.35,4.89,7.06,2020.12.03,x,n,f,f,p
3.99,7.27,6.61,2020.12.27,b,y,t,z,p
3.19,3.71,8.37,2020.01.05,x,y,f,f,e
7.81,5.58,16.94,2020.10.27,x,e,f,f,p
1.82,4.27,4.01,2020.10.05,f,r,f,f,p
10.14,7.48,23.67,2020.03.07,x,y,f,f,e
1.36,4.07,6.23,2020.07.01,s,y,f,f,p
8.46,4.59,12.8,2020.07.18,f,n,t,l,e
3.58,5.29,4.85,2020.02.15,b,u,f,f,p
6.02,13.25,12.38,2020.01.15,x,n,f,f,e
